Item Number,Item Description,List price,Product Family,Notes
CAR35869,WSL314 EVO2 Set of Laminate,358.0,Collision WSS/Packaging & Stor,
CAR35870,EVO3 WSL317 Set of Laminate,282.0,Collision WSS/Packaging & Stor,
CAR35872-01,WSA123 Wall bracket for pole,41.0,Collision WSS/Packaging & Stor,
CAR35873-01,Foot free standing wall,451.0,Collision WSS/Packaging & Stor,
CAR35885,D162 SPEED NIKE CYLINDER W PUM,3930.0,Collision Joining/Accessories,
CAR35889,T35 Chain Kit 10 ton,810.0,Collision Straightening/Access,
CAR35892,BENCHRACK MOUNTING KIT B340BR,3536.0,Collision Straightening/Access,
CAR35892-11,B340BR BENCH MOUNTING KIT GREY,3676.0,Collision Straightening/Access,
CAR35893,B340MK BENCH MOUNTING KIT,4262.0,Collision Straightening/Access,
CAR35894,B600 BENCH PARTS W B34,9013.0,Collision Straightening/Access,
CAR35898-11,B660 BENCH PARTS SPEED GREY,4950.0,Collision WSS/Parts,
CAR36185-01,Bench mounting holder,326.0,Collision WSS/Packaging & Stor,
CAR36186,Tool Holder Set B3 WSHS5,207.0,Collision WSS/Packaging & Stor,
CAR36187,WSH0009 Tool Holder,4.0,Collision WSS/Packaging & Stor,
CAR36188-01,WSA Bar 900 BenchRack ramps,271.0,Collision WSS/Packaging & Stor,
CAR36312,LOCKING DEVICE,182.0,Collision Straightening/Parts,
CAR36315,LOCK REPLACEMENT,389.0,Collision Straightening/Parts,
CAR36322,Classic II Side Key Pad,41.0,Collision Measuring/Parts,
CAR36324,Flip Lever - Plastic Head,273.0,Collision Measuring/Parts,
CAR36326,Hood (New Plastic),61.0,Collision Measuring/Parts,
CAR36378,ELECTRONIC BOX COVER,218.0,Collision Joining/Accessories,
CAR36402,Scraping Strip,13.0,Collision Measuring/Parts,
CAR36424,CLASSIC MEASURING SLIDE 2X2,26172.0,Collision Measuring/Car-O-Tron,
CAR36433,HOSE KIT WITH TIP,3494.0,Collision Joining/Parts,
CAR36440,ADAPTER B250-G3,438.0,Collision Straightening/Access,
CAR36443,ADAPTER B156-A17,116.0,Collision Straightening/Access,
CAR36444,ADAPTER B156-B14,146.0,Collision Straightening/Access,
CAR36445,BUSHING B156-B15,156.0,Collision Straightening/Access,
CAR36448,U-SHAPE E141,149.0,Collision Straightening/Access,
CAR36484,Control Electronic,2591.0,Collision Joining/Parts,
CAR36485,Power Electronic,4393.0,Collision Joining/Parts,
CAR36499,Relay 24V,25.0,Collision Straightening/Parts,
CAR36500,Transformator 110V 1ph 60Hz,70.0,Collision Straightening/Parts,
CAR36504,Power Unit Pendant Cable,188.0,Collision Straightening/Parts,
CAR36514,Bricka Starlock 20mm,8.0,Collision Joining/Parts,
CAR36521,Pump for CH37/jh400,382.0,Collision Joining/Parts,
CAR36563,CH37 Induction Heater,11475.0,Collision Joining/Induction,
CAR36569,COT RPR Calibration Kit,562.0,Collision Measuring/Accessori,
CAR36574,Fuse Kit,274.0,Collision Joining/Parts,
CAR36595,Module Cover Only For BT,72.0,Collision Measuring/Parts,
CAR36597,Top bracket WSA113,49.0,Collision WSS/Packaging & Stor,
CAR36598,Top angle plate,49.0,Collision WSS/Packaging & Stor,
CAR36612,Tube fittings straight union,27.0,Collision Straightening/Parts,
CAR36641,Solenoid,128.0,Collision Joining/Parts,
CAR36642,Temperature Sensor,1042.0,Collision Joining/Parts,
CAR36644,Trigger Fuses (500mA),60.0,Collision Joining/Parts,
CAR36647,Air Regulator,170.0,Collision Joining/Parts,
CAR36671,Coolant High-Tech Fluid - 5l,124.0,Collision Joining/Parts,
CAR36689,SCREW M6S 8 X 22 8.8 FZB,3.0,Collision Joining/Parts,
CAR36717-KIT,Measuring Bridge Support Kit,1846.0,Collision Straightening/Parts,
CAR36819,BOLT/EXPANDER M16x125 UPAT EXP,29.0,Collision Straightening/Parts,
CAR36820,Slide bearing FBB092 D=40x40,30.0,Collision Measuring/Parts,
CAR36823,50mm Steel Hook,6.0,Collision WSS/Packaging & Stor,
CAR36824,80mm Steel Hook,8.0,Collision WSS/Packaging & Stor,
CAR36825,Oval Plastic Ring,4.0,Collision WSS/Packaging & Stor,
CAR36826,Medium Plastic Box,9.0,Collision WSS/Packaging & Stor,
CAR36827,Tool Holder,5.0,Collision WSS/Packaging & Stor,
CAR36836,Shelf (Hylla),114.0,Collision Straightening/Parts,
CAR36837,Wheel For D20,61.0,Collision Straightening/Parts,
CAR36879,Extension for D16 Q160,553.0,Collision Straightening/Access,
CAR39390,LOCTITE 5331,153.0,Collision Joining/Parts,
CAR39391,Lubricant,241.0,Collision Joining/Parts,
CAR39498,JH402 Field Amplifier,217.0,Collision Joining/Parts,
CAR39591,JH403 Straight Inductor Head,1008.0,Collision Joining/Parts,
CAR39595,Angled Inductor Head,918.0,Collision Joining/Parts,
CAR39616,Top Plate,49.0,Collision WSS/Packaging & Stor,
CAR39630,Q16 Draw Aligner,9091.0,Collision Straightening/Access,
CAR39630KITT,Q16 Pulling Arm Kit,9398.0,Collision Straightening/Access,
CAR39632,Rubber feet,19.0,Collision Straightening/Parts,
CAR39633,IRON LOCK BAR,40.0,Collision Straightening/Access,
CAR39634,M74 MEASURING BRIDGE 4M,3210.0,Collision Measuring/Accessori,
CAR39635,M75 MEASURING BRIDGE 5M,3728.0,Collision Measuring/Accessori,
CAR39636,MEASURING BRIDGE 6.1M,4375.0,Collision Measuring/Accessori,
CAR39638,Dent Puller,1382.0,Collision Joining/Accessories,
CAR39661,B248-A5 Clamping,276.0,Collision Straightening/Access,
CAR39669,HYDRAULIC CYLINDER,2556.0,Collision Straightening/Parts,
CAR39671,Q42 Switch,351.0,Collision Straightening/Parts,
CAR39674,Q170 Hydraulic Jack Kit,3823.0,Collision Straightening/Access,
CAR39682,Adapter 1/4-1/4,8.0,Collision Straightening/Parts,
CAR39704,Q30 BENCH MOUNTING,1448.0,Collision Straightening/Access,
CAR39706,SCREW,86.0,Collision Straightening/Parts,
CAR39742-01,Arbetsbank Grey 600x900mm,529.0,Collision WSS/Packaging & Stor,
CAR39743-52,Gummiskydd arbetsbank Gra,298.0,Collision WSS/Packaging & Stor,
CAR39744-01,WSA211 Hylla 500x900mm,363.0,Collision WSS/Packaging & Stor,
CAR39745-01,WSA212 Shelf 600x900 mm,212.0,Collision WSS/Packaging & Stor,
CAR39746,WSA124 Foot for separator Std,204.0,Collision WSS/Packaging & Stor,
CAR39747,High foot separator start/end,244.0,Collision WSS/Packaging & Stor,
CAR39750,Q165 Hydraulic Hose,307.0,Collision Straightening/Access,
CAR39754,110v Power Unit (Q42),8780.0,Collision Straightening/Access,
CAR39756,Q161 Nike Cylinder CF48077,3154.0,Collision Straightening/Access,
CAR39788,Q100 Ramp Kit Q42,7371.0,Collision Straightening/Access,
CAR39836,Q63 Quick Anchoring,2985.0,Collision Straightening/Access,
CAR39845,Q42 Swivel Wheel,241.0,Collision Straightening/Access,
CAR39870,Seal Tredo 1/4 137x206x2,12.0,Collision Straightening/Parts,
CAR39873,QUICK RELEASE COUPLING,134.0,Collision Straightening/Parts,
CAR39878,Hose cylinder,100.0,Collision Straightening/Parts,
CAR39888,Lockbar for Q42,63.0,Collision Straightening/Parts,
CAR39904,SCREW M6S 10x50,109.0,Collision Straightening/Parts,
CAR39905,SCREW M6S 10x50,115.0,Collision Straightening/Parts,
CAR39911,WSA713 Top Bracket,58.0,Collision WSS/Packaging & Stor,
CAR39930,CYLINDER CFC48110,1926.0,Collision Straightening/Access,
CAR39934,EVO3-3 Holding kit,6918.0,Collision Straightening/Access,
CAR39934-11,EVO3-3 HOLDING KIT GREY,6747.0,Collision Straightening/Access,
CAR39941,B760 Mercedes Clamp Kit,3395.0,Collision Straightening/Access,
CAR40100,EVO3-4 Jaguar kit,26490.0,Collision Straightening/Access,
CAR40210,M201-14/13 Measuring Stud,61.0,Collision Measuring/Accessori,
CAR40217MBUSA,MBUSA BENCHRACK 5500,63793.0,Collision Straightening/BenchR,
CAR40217WRMBUSA,MBUSA BENCHRACK 5500 WR,65082.0,Collision Straightening/BenchR,
CAR40218MBUSA,MBUSA ADAPTER KIT EVO SYSTEM,26349.0,Collision Straightening/Access,
CAR40850,B661 Speed Bench Part,4907.0,Collision Straightening/Access,
CAR40851,PIVOT WASHER,193.0,Collision Straightening/Parts,
CAR40855,D16 Stop,1626.0,Collision Straightening/Access,
CAR409,Release Valve-Wolverine Model,468.0,Collision Joining/Parts,
CAR40993,E395-1 Bush (Ford F150 cab),95.0,Collision Straightening/Parts,
CAR40994,Ford F-150 EVO Kit E391,20380.0,Collision Straightening/Access,
CAR41077,EVO 3-2,3853.0,Collision Straightening/Access,
CAR41084,B634-00 Pillar jack extension,295.0,Collision Straightening/Parts,
CAR41088,B634-160 Lift Adapter 160,157.0,Collision Straightening/Parts,
CAR41089,B634-80 Lift Adapter 80,138.0,Collision Straightening/Parts,
CAR41090,B634-25 LIFT ADAPTER,152.0,Collision Straightening/Parts,
CAR41094,"E186-14,5 THREADED BUSHING",58.0,Collision Joining/Parts,
CAR41102,SCREW M6S M16 X 40 10.9,6.0,Collision Straightening/Parts,
CAR41103,Ford Bushing Kit E390,918.0,Collision Straightening/Access,
CAR41105,E136 ANGLE HOLDER ADJUSTABLE,891.0,Collision Straightening/Access,
CAR41146,Q170 Hydraulic Jack Spacers,409.0,Collision Straightening/Access,
CAR41174,SHELF WHEEL MOUNTING Q16-D16,114.0,Collision Straightening/Parts,
CAR41290,Ground Contact Tip - CR35,60.0,Collision Joining/Accessories,
CAR41297,Flodesreduceringsventil KPL,219.0,Collision Straightening/Parts,
CAR41299,ANGLE BRACKET B247,594.0,Collision Straightening/Access,
CAR41303,E390 CAB ON FRAME COMPLETE KIT,30748.0,Collision Straightening/Access,
CAR41308,Q42 BASIC VAS 6523 220V,104910.0,Collision Straightening/Quick,
CAR41309,VW EVO1 6526/1,6748.0,Collision Straightening/Access,
CAR41310,VW EVO2 w Tool Board 6526/2,7221.0,Collision Straightening/Access,
CAR41311,VW EVO3 w Tool Board 6526/3,7514.0,Collision Straightening/Access,
CAR41312,VW Tool wagon 6526/1-1,2402.0,Collision WSS/Packaging & Stor,
CAR41314,VW Q170 Hyd Jack Kit 6526/4,4375.0,Collision Straightening/Access,
CAR41315,VW WSS Wall 6526/9,10300.0,Collision WSS/Packaging & Stor,
CAR41316,VW Special Clamp Kit 6526/10,5892.0,Collision Straightening/Access,
CAR41317,VW COT VISION2 X3/ 4M 6526/11,53454.0,Collision Measuring/Car-O-Tron,
CAR41318,VW COT VISION X2/ 4M 6526/12,41784.0,Collision Measuring/Car-O-Tron,
CAR41319,VW B106 CHASSIS CLAMP 6526/17,1336.0,Collision Joining/Parts,
CAR41327,VW Pulling Hook 6526/19,2980.0,Collision Straightening/Access,
CAR41328,VW T71 + T73 6526/20,982.0,Collision Straightening/Access,
CAR41329,Q42 PROFI PLUS VAS 6527 220V,159985.0,Collision Straightening/Quick,
CAR41330,Q42 PROFI PLUS VAS 6528 220V,166434.0,Collision Straightening/Quick,
CAR41331,VW B61 Bench Parts 6526/5,7394.0,Collision Straightening/Access,
CAR41332,VW Q42 BASE FRAME,24902.0,Collision Straightening/Access,
CAR41333,VW Q16 Draw Aligner 6526/15,9888.0,Collision Straightening/Access,
CAR41334,VW Q63 Quick Anchoring 6526/16,3348.0,Collision Straightening/Access,
CAR41335,VW Q100 Ramp Kit Q42 6526/14-1,8314.0,Collision Straightening/Access,
CAR41336,VW Tool Cart Basic 6526/6,1258.0,Collision WSS/Packaging & Stor,
CAR41337,VW WSW90 Tool wagon comp,2395.0,Collision WSS/Packaging & Stor,
CAR41338,VW Tool Board Set 6526/8,191.0,Collision WSS/Packaging & Stor,
CAR41389,Q42 PENDANT w/Cable,1910.0,Collision Straightening/Parts,
CAR41393,Shut Off Valve VA-14 for Q16 D,877.0,Collision Straightening/Parts,
CAR41399,VW E175 Torque Bar,867.0,Collision Straightening/Access,
CAR41422,VW B213 Ral 7012,205.0,Collision Straightening/Access,
CAR41443,RAMP PART LONG Q42,421.0,Collision Joining/Accessories,
CAR41444,Ramp short  (Ny variant),219.0,Collision Straightening/Parts,
CAR41448,Console welded first,620.0,Collision Straightening/Parts,
CAR41453,B242L Rear Clamp L,497.0,Collision Straightening/Access,
CAR41454,B242R Rear Clamp R,508.0,Collision Straightening/Access,
CAR41458,B243-A7 Spacer Short,137.0,Collision Straightening/Access,
CAR41459,B242-A6 Spacer Long,198.0,Collision Straightening/Access,
CAR41460,B243 Base Plate Front Clamp,98.0,Collision Straightening/Access,
CAR41463,E103 REAR CENTER PLATE COMPLET,1869.0,Collision Straightening/Access,
CAR41475,Cooling Air Diffuser,1037.0,Collision Joining/Accessories,
CAR41481,Tip 08  PC30N kit (10 pcs),482.0,Collision Joining/Accessories,
CAR41492,VW VAS Sign,2325.0,Collision WSS/Packaging & Stor,
CAR41541-1MBUSA,MBUSA VISION 2x3 6300,57387.0,Collision Measuring/Car-O-Tron,
CAR41541MBUSA,MBUSA VISION 2x3 5500,56742.0,Collision Measuring/Car-O-Tron,
CAR41567,LABEL 6526/11,19.0,Collision Straightening/Parts,
CAR41568,LABEL 6526/12,19.0,Collision Straightening/Parts,
CAR41569,LABEL 6526/13,9.0,Collision Straightening/Parts,
CAR41575,LABEL 6526/18,9.0,Collision Straightening/Parts,
CAR41580,VW LABEL 60MM RAL7021,19.0,Collision Straightening/Parts,
CAR41588,MOUNTING INSTR.FOR 6526/18,3.0,Collision Straightening/Parts,
CAR41593,ADAPTER G 1/4 MALE_MALE,29.0,Collision Joining/Accessories,
CAR41629,VW Audi Aluminum Clamping,6721.0,Collision Straightening/Access,
CAR41640,Decal Kit Speed,85.0,Collision Straightening/Parts,
CAR41642,DECAL KIT Q42,188.0,Collision Straightening/Parts,
CAR41659,EV03-3 TOOL HOLDER SET,51.0,Collision Joining/Parts,
CAR41661,Tool Board Set for B760,472.0,Collision WSS/Packaging & Stor,
CAR41678,B763 EXTENSION KIT MERCEDES,17745.0,Collision Straightening/Access,
CAR41771,VW Winch 6526/21,1979.0,Collision Straightening/Access,
CAR41828,WHEEL ASSEMBLY FOR Q42,2164.0,Collision Straightening/Access,
CAR41836,Lifting Plate for Q42,1153.0,Collision Straightening/Access,
CAR41837,B262 CLAMP KIT,2368.0,Collision Straightening/Access,
CAR41840,GROUND CABLE CR35 1x50,65.0,Collision Joining/Parts,
CAR41842,Ground cable M10 nut CR35,19.0,Collision Joining/Accessories,
CAR41843,Ground CableM10 cap nut CR35,12.0,Collision Joining/Accessories,
CAR41844,Ground cable sleeve CR35,78.0,Collision Joining/Accessories,
CAR41845,SINGLE POINT CONNECTOR CR35,25.0,Collision Joining/Parts,
CAR41856,Q70 Mobility Kit for Q42,7863.0,Collision Straightening/Access,
CAR41857,Setting Bolt (GN612 AK 8),122.0,Collision Straightening/Parts,
CAR41863,Electrode Holder Head CR35,208.0,Collision Joining/Accessories,
CAR41865,Electrode E30 CR35,43.0,Collision Joining/Accessories,
CAR41866,Electrode Holder M8 Left Nut C,4.0,Collision Joining/Accessories,
CAR41867,Electrode Holder CR35,60.0,Collision Joining/Accessories,
CAR41869,Electrode Gusset CR35,10.0,Collision Joining/Accessories,
CAR41870,Electrode Holder M8 x 30 CR35,14.0,Collision Joining/Accessories,
CAR41875,Gun electrode connector CR35,98.0,Collision Joining/Accessories,
CAR41876,Gun electr. connector nut CR35,31.0,Collision Joining/Accessories,
CAR41877,Gun Microswitch CR35,42.0,Collision Joining/Accessories,
CAR41878,Gun Trigger Connector CR35,25.0,Collision Joining/Accessories,
CAR41879,CR35 Dent Puller,230.0,Collision Joining/Accessories,
CAR41880,GUN CABLE CONNECTION PLUG CR35,132.0,Collision Joining/Parts,
CAR41881,GUN TRUGGER CONNECT PLUG CR35,19.0,Collision Joining/Parts,
CAR41882,CR35 ELECTRICAL BOARD,640.0,Collision Joining/Parts,
CAR41892,Dent Puller - Slide Hammer,464.0,Collision Joining/Parts,
CAR41894,Accessories box kit,1601.0,Collision Joining/Accessories,
CAR41896,Pulling Head - 3 Pointed Washe,156.0,Collision Joining/Parts,
CAR41900,ELECTRODE TRIM AND STRIP,240.0,Collision Joining/Accessories,
CAR41902,Cap Holder - 90mm (MF Gun),311.0,Collision Joining/Parts,
CAR41903,Caps - Spherical (1/pk),21.0,Collision Joining/Parts,
CAR41904,Washer 8x16x15coppered 50 pc,63.0,Collision Joining/Parts,
CAR41907,CLIP RIVET 5x8.2MM,3.0,Collision Joining/Parts,
CAR41909,SET SCREW M 5X18MM (50 PACK) W,115.0,Collision Joining/Parts,
CAR41910,W742 Coarse Thread Pin 5 x 12m,209.0,Collision Joining/Parts,
CAR41911,Coarse thread pin 5x18mmVE,164.0,Collision Joining/Accessories,
CAR41912,W744 Coarse Thread Pin 5 x 25m,203.0,Collision Joining/Accessories,
CAR41913,Weld-On Washer 3 Pointed (20 P,167.0,Collision Joining/Parts,
CAR41917,Angle cutter sharp.machine,1441.0,Collision Joining/Accessories,
CAR41919,Electrode Cap Dresser - 13mm,450.0,Collision Joining/Accessories,
CAR41920,W655 Tip Dresser electrode BMW,509.0,Collision Joining/Accessories,
CAR41921,W656 Cutter Knife,116.0,Collision Joining/Accessories,
CAR41922,W657 Cutter-knifeBMW-edition,140.0,Collision Joining/Accessories,
CAR41928,Kylmedel 3l. Cooling Liquid KF,187.0,Collision Joining/Parts,
CAR41929,W664 PLASTIC CANISTER 10 LIT,522.0,Collision Joining/Parts,
CAR41944,C-GUN 40MM THROAT DEPTH,980.0,Collision Joining/Accessories,NO DISCOUNTS ALLOWED
CAR41948,Electrode Ball - 100mm (Arm),719.0,Collision Joining/Parts,
CAR41949,Cap Holder S-Shape 125mm (Gun),1272.0,Collision Joining/Parts,
CAR41950,Thrreaded Holder Adapter (Gun),296.0,Collision Joining/Parts,
CAR41951,Cap Holder - 106mm (Gun),273.0,Collision Joining/Parts,
CAR41952,Water Cooling Tube 120.5 mm,24.0,Collision Joining/Parts,
CAR41953,Cap Holder Ball - M8 Hex Cap (,586.0,Collision Joining/Parts,
CAR41954,10 pcs W685 Contact screw M8,167.0,Collision Joining/Parts,
CAR41955,WATER TUBE,155.0,Collision Joining/Parts,
CAR41956,Cap Holder 90* (Arm),365.0,Collision Joining/Accessories,
CAR41957,Cap Holder - 149.5mm (Gun),696.0,Collision Joining/Parts,
CAR41960,"SPECIAL ELECTRODE FOR BMW,16MM",47.0,Collision Joining/Accessories,
CAR41961,Cap Removal Tool,469.0,Collision Joining/Parts,
CAR41962,Cap Holder Curved - 75mm (Arm),846.0,Collision Joining/Parts,
CAR41963,Cap Holder - 74mm (Gun),888.0,Collision Joining/Parts,
CAR41964,Water Cooling Tube 113.5mm,116.0,Collision Joining/Parts,
CAR41965,Electrode Cap Holder 111.5mm,947.0,Collision Joining/Parts,
CAR41968,Water cooling tube1895mm,46.0,Collision Joining/Parts,
CAR41969,Cap Holder Curved - 140mm (Arm,390.0,Collision Joining/Parts,
CAR41970,W701 TUBE STRAP WITH COUPLE,271.0,Collision Joining/Accessories,
CAR41973,Coolant Hose Elbow Fitting C-A,78.0,Collision Joining/Parts,
CAR41975,Cooling Hose - C350 Male,182.0,Collision Joining/Parts,
CAR41982,W713 Clamp 13.8mm,13.0,Collision Joining/Parts,
CAR41987,Arm Release Handle - C Gun,204.0,Collision Joining/Parts,
CAR41988,Grab Handle - C Gun,177.0,Collision Joining/Parts,
CAR42100,VW Q70 Mobility Kit for Q42,7863.0,Collision Straightening/Access,
CAR42101,WHEEL ASSEMBLY FOR Q42 VAG,2221.0,Collision Straightening/Access,
CAR42117,Yoke 330 HP New,1846.0,Collision Joining/Accessories,
CAR42136,Converter CR510 460V,14962.0,Collision Joining/Parts,
CAR42164,BOX FOR VAS6600,468.0,Collision Straightening/Access,
CAR42174,SUPPORT STAND VW,4790.0,Collision Straightening/Access,
CAR42239,Valve SDV1,485.0,Collision Straightening/Parts,
CAR42242,Spole till SDV1-SDV2 ventiler,125.0,Collision Straightening/Parts,
CAR42273,Measuring adapter 04 M201-4 AL,43.0,Collision Measuring/Accessori,
CAR42275,B279 Shim 060,45.0,Collision Straightening/Access,
CAR42336,Trigger Complete CH37,307.0,Collision Joining/Parts,
CAR42418,CR35 Electronic Board,1252.0,Collision Joining/Accessories,
CAR42419,Welding Control Panel CR35,200.0,Collision Joining/Parts,
CAR42428-01,WSS Pole incl.footh=2000,271.0,Collision WSS/Packaging & Stor,
CAR42433,WSS LOCK,8.0,Collision Joining/Accessories,
CAR42713-01,WSS TOOL CABINET 320,2537.0,Collision WSS/Accessories,
CAR42713-02,WSS TOOL CABINET 320,1825.0,Collision WSS/Accessories,
CAR42714-01,TOOL CABINET F WALL MOUNT 150,1419.0,Collision WSS/Accessories,
CAR42715-01,WSS WORKSTATION,2974.0,Collision WSS/Accessories,
CAR42717,Console welded drive on right,494.0,Collision Straightening/Parts,
CAR42723,Console welded drive on left,494.0,Collision Straightening/Parts,
CAR42734,Crusch protection spare kit,323.0,Collision Straightening/Parts,
CAR42741,Hydraulic Spare Part Kit,229.0,Collision Straightening/Access,
CAR42744,WSE219 Tool board set EVO 3-3,901.0,Collision WSS/Packaging & Stor,
CAR42750,TOOL BOARD SET EVO3 6526/3,468.0,Collision WSS/Accessories,
CAR42756-02,WSS Tool board 300,117.0,Collision WSS/Packaging & Stor,
CAR42764,Q42 Ramp Kit 400,8894.0,Collision Straightening/Access,
CAR42767-51,RUBBER SHEET BLACK 792x572x2,274.0,Collision WSS/Accessories,
CAR42768-51,Rubber Sheet black 883x591x2,269.0,Collision WSS/Packaging & Stor,
CAR42772,Service Kit,338.0,Collision Joining/Parts,
CAR42898-01,WSS Pole incl.footh= 2400mm,240.0,Collision WSS/Packaging & Stor,
CAR43001,Operation Panel,802.0,Collision Joining/Parts,
CAR43006,Interface CTR12000,2115.0,Collision Joining/Parts,
CAR43010,Cover complete,233.0,Collision Joining/Parts,
CAR43015,Distribution Block Kit A - Son,318.0,Collision Joining/Parts,
CAR43016,Distribution Block Kit B - Non,269.0,Collision Joining/Parts,
CAR43021,CTR7-CTR12000 Electrode Kit,2384.0,Collision Joining/Accessories,
