Item Number,Item Description,List price,Product Family,Notes
CAR49316,WHEEL KIT,233.0,Collision Joining/Parts,
CAR49317,40MM C-ARM/YOKE LIQUID COOLED,1127.0,Collision Joining/Accessories,
CAR49318,80MM C-ARM/YOKE LIQUID COOLED,1441.0,Collision Joining/Accessories,
CAR49319,350MM C-ARM/YOKE LIQUID COOLED,1816.0,Collision Joining/Accessories,
CAR49320,500MM C-ARM/YOKE LIQUID COOLED,2568.0,Collision Joining/Accessories,
CAR49321,Tank Kit,382.0,Collision Joining/Parts,
CAR49322,Regulator pressure control KIT,2031.0,Collision Joining/Parts,
CAR49324,Pump Kit,765.0,Collision Joining/Parts,
CAR49325,Valve Kit,539.0,Collision Joining/Parts,
CAR49326,"COVER RIGHT KIT, CTR9",469.0,Collision Joining/Parts,
CAR49327,"COVER LEFT KIT, CTR9",466.0,Collision Joining/Parts,
CAR49328,"COVER REAR KIT, CTR9",740.0,Collision Joining/Parts,
CAR49329,Top cover complete CTR9,800.0,Collision Joining/Parts,
CAR49345,C-TONG HOLDER KIT,126.0,Collision Joining/Parts,
CAR49346,Pressure sensor kit,411.0,Collision Joining/Parts,
CAR49347,Electrode holder kit,30.0,Collision Joining/Parts,
CAR49352,Welding cable CTR9 Q.COn. 2.0,870.0,Collision Joining/Parts,
CAR49355,Cooler complete KIT,1265.0,Collision Joining/Parts,
CAR49362,CLAMPING JAW B250-E4,1099.0,Collision Straightening/Access,
CAR49374,BLIND RIVET TOOL W UNIV ADAPT,3272.0,Collision Straightening/Access,
CAR49398,RIVET HEAD 0 3.6-4.4MM,156.0,Collision Joining/Accessories,
CAR49400,UNIVERSAL JAWS,160.0,Collision Joining/Parts,
CAR49413,SWIVELRING HANDLE LOCK KIT,128.0,Collision Joining/Parts,
CAR49414,Yoke locking lever kit,969.0,Collision Joining/Parts,
CAR49416,Handle Kit complete,1120.0,Collision Joining/Parts,
CAR49417,Handle Kit without Bracket,737.0,Collision Joining/Parts,
CAR49418,Handle Bracket,409.0,Collision Joining/Parts,
CAR49420,Multifunction Gun internal cab,125.0,Collision Joining/Parts,
CAR49424,C-Gun complete w Hose package,19763.0,Collision Joining/Accessories,
CAR49425,C-Gun compl. with hose package,19871.0,Collision Joining/Accessories,
CAR49426,Yoke electrode kit Yoke 40,351.0,Collision Joining/Accessories,
CAR49428,HOSE PACKAGE 400/460V COMPL.,3119.0,Collision Straightening/Access,
CAR49447,Magnet kit,142.0,Collision Straightening/Access,
CAR49469,VAS BR6300 6526/30-1,32899.0,Collision Straightening/BenchR,
CAR49470,BR6300 BASIC PKG VAS 6526/30,63226.0,Collision Straightening/BenchR,
CAR49474,VW X3 MEASURING SYSTEM 6526/33,50245.0,Collision Measuring/Car-O-Tron,
CAR49494,Wire Feed Kit 1.0mm V-Gray,157.0,Collision Joining/Accessories,
CAR49499,Remote Module Dialog-Twist,132.0,Collision Joining/Accessories,
CAR495,Fuse 5 Amp Slo-Blo,10.0,Collision Joining/Parts,
CAR49523,B296 AUDI E TRON KPL,186.0,Collision Straightening/Access,
CAR49524,B296 PIN KIT AUDI E TRON,765.0,Collision Straightening/Access,
CAR49525MBUSA,MBUSA BENCHRACK 6300,73186.0,Collision Straightening/BenchR,
CAR49542,EXTRACTION ROD 5MM,147.0,Collision Joining/Parts,
CAR49550,CONICAL CLOSING HEAD,142.0,Collision Joining/Accessories,
CAR49556,B766 MB Sprinter kit,6137.0,Collision Straightening/Access,
CAR49557,B767 MB X-CLASS KIT,2814.0,Collision Joining/Accessories,
CAR49558,B769 MB A-CLASS KIT,116.0,Collision Joining/Parts,
CAR49559,N768 MB G-CLASS KIT,6527.0,Collision Straightening/Access,
CAR49579,400W PSU BOARD,2143.0,Collision Joining/Parts,
CAR49587,MAINTENANCE PNP90 2011-2013,1679.0,Collision Joining/Accessories,
CAR49590,SPECIAL TOOL,200.0,Collision Joining/Parts,
CAR496,Fuse 30 Amp MDA-30,18.0,Collision Joining/Parts,
CAR49628,ADAPTER CLAMP CPL B293,336.0,Collision Straightening/Access,
CAR49649,CLAMP KIT PORSCHE,5708.0,Collision Straightening/Access,
CAR49661,O-ring 0 37*3mm,5.0,Collision Straightening/Parts,
CAR49663,B770 MB GLE-CLASS KIT,123.0,Collision Joining/Parts,
CAR49667,Conversion kit Stegia-MPS,734.0,Collision Straightening/Parts,
CAR497,90 degree swivels,24.0,Collision Straightening/Access,
CAR49705,SUPPORT GROUP W 2 BASES,653.0,Collision Joining/Accessories,
CAR49712,Blind rivet tool CBR2000 Cpl 1,1743.0,Collision Joining/Accessories,FIXED DISTRIBUTOR COST & US LIST
CAR49722,JAWS (3PCS = 1 SET),81.0,Collision Joining/Parts,
CAR49741,M85 Main Cabinet COT,6026.0,Collision Measuring/Accessori,
CAR49776,YOKE BYPASS CPL,81.0,Collision Joining/Parts,
CAR49779,CRIMP TERMINAL 22-26 AWG 25PC,42.0,Collision Joining/Parts,
CAR49784,5 PCS CRIMP TERM HOUSING FEM,17.0,Collision Joining/Accessories,
CAR49786,TEMP SWITCH COMPLETE,42.0,Collision Joining/Parts,
CAR49787,TERMINAL BLOCK MAIN BODY,139.0,Collision Joining/Parts,
CAR49790,A-tong adapter CTR9 cpl,1259.0,Collision Joining/Accessories,
CAR49803,A-TONG + A-TONG ADAPTER CTR9,4126.0,Collision Joining/Parts,
CAR49844,CLAMPING KIT CTR9,111.0,Collision Joining/Accessories,
CAR49845,BOTTOMPLATE FOR B250-B260,527.0,Collision Joining/Parts,
CAR49847,STUD DIN976-1 A2-70 BM 6x20,2.0,Collision Joining/Parts,
CAR49848,BATTERY HOLDER COMPLETE,49.0,Collision Measuring/Accessori,
CAR49849,Front cover kit CTR9,187.0,Collision Joining/Parts,
CAR49850,ELECTODE PLUS 99 KIT,189.0,Collision Joining/Accessories,
CAR49851,ELECTODE PLUS 47 KIT,155.0,Collision Joining/Accessories,
CAR49862,PENDANT CABLE ONLY T605UL,410.0,Collision Straightening/Access,
CAR49875,washer 10pc kit CTR9,22.0,Collision Joining/Parts,
CAR49904,BATTERY CHARGER (USA),588.0,Collision Joining/Accessories,
CAR49905,"KIT MFG MULTI-FUN CTR7,9,12",4435.0,Collision Joining/Accessories,
CAR49907,MF-MULTI FUNCTION W CABLES,2575.0,Collision Joining/Parts,
CAR49944,B731 TRUCK CLAMPING,13389.0,Collision Straightening/Access,
CAR49944MBUSA,MBUSA B73 TRUCK KIT + MOUNTS,16924.0,Collision Straightening/Access,
CAR49944-PKG,TRUCK KIT WITH CART,20694.0,Collision Straightening/Access,
CAR49947,Current sensor kit,444.0,Collision Joining/Parts,
CAR49956,B213 KIT,955.0,Collision Straightening/Access,
CAR49961,CLAMPING JAW B250-E21,411.0,Collision Straightening/Access,
CAR49962,CLAMPLING JAW B260-E91,376.0,Collision Straightening/Access,
CAR49970,BENCH MOUNTING B39BR,870.0,Collision Straightening/Access,
CAR49977,B248-1 KIT,141.0,Collision Straightening/Access,
CAR49980,BENCH MOUNTING B34BR,909.0,Collision Straightening/Access,
CAR49981,BENCH MOUNTING B34BR GREY,792.0,Collision Straightening/Access,
CAR49992,Push-in L-fitting,63.0,Collision Joining/Parts,
CAR49993,O-ring 24x2,5.0,Collision Joining/Parts,
CAR49994,O-ring 21x2-70,5.0,Collision Joining/Parts,
CAR49996,WHEEL W/O BRAKE,72.0,Collision WSS/Parts,
CAR49997,WHEEL WITH BRAKE,84.0,Collision WSS/Parts,
CAR49998,Pillar Sigma STB grey,505.0,Collision Joining/Parts,
CAR49999,Fitting Pillar Power Source,132.0,Collision Joining/Parts,
CAR50000,Trolley Auto Trans. Sigma G,3102.0,Collision Joining/Parts,
CAR50001,Swivel Wheel DDR 125,87.0,Collision Joining/Parts,
CAR50002,Hub Cap 20mm,116.0,Collision Joining/Parts,
CAR50006,BAG WITH  S3 RIVETS (100 PCS),298.0,Collision Joining/Parts,
CAR50020104,QP1 DENT PULLER PORTBL SPOTTER,1509.0,Collision Straightening/Access,
CAR50020202,GROUND CAP,40.0,Collision Joining/Parts,
CAR50043,"VW CTR9 208V VAS6755A, INCL AC",36924.0,Collision Joining/Spot Welding,
CAR50049,"VW CTR9 460V VAS6755A, INCL AC",36924.0,Collision Joining/Spot Welding,
CAR50058,ADAPTER B156-A20,141.0,Collision Straightening/Access,
CAR50073,SCREW BHCS M6x12 ZN,4.0,Collision Joining/Parts,
CAR50086,HOOK KIT FOR EVO B731,115.0,Collision Straightening/Access,
CAR50089,TOOL WAGON COMPLETE B731,2855.0,Collision Straightening/Access,
CAR50090-KIT,TOOL BOARD KIT B731,1374.0,Collision Straightening/Access,
CAR50092,LOCK MOUNTING FOR BENCH RACK,1126.0,Collision Straightening/Parts,
CAR50093-KIT,WALL SET B731,1883.0,Collision Straightening/Access,
CAR501,LDC Seal Kit K-40 Model 2,173.0,Collision Joining/Parts,
CAR50224,Button and cover for button,60.0,Collision Joining/Parts,
CAR50225,Hose connection ZA MWF,196.0,Collision Joining/Parts,
CAR50234,SOCKET M6,164.0,Collision Joining/Parts,
CAR50254,REIN FORCMENT PLATE B34BR-1,156.0,Collision Straightening/Access,
CAR50255,REINFORCMENT PLATE B39BR-1,164.0,Collision Straightening/Access,
CAR50263,"BRACKET, LEFT",29.0,Collision Joining/Parts,
CAR50264,"BRACKET, RIGHT",29.0,Collision Joining/Parts,
CAR50272,ASM CABLE PROTECTION,102.0,Collision Joining/Parts,
CAR50300,CTR9 Accessories- KIT 1,1195.0,Collision Joining/Parts,
CAR50305,"ASM, CABLE HOOK",65.0,Collision Joining/Parts,
CAR50317,ASM CABLE PROTECTION KIT,28.0,Collision Joining/Accessories,
CAR50320,CALIPER KIT,98.0,Collision Joining/Accessories,
CAR50323,CABLE CALIPER DATA OUTPUT,9.0,Collision Joining/Accessories,
CAR50343,DUSTCOVER CTR7/CTR9,208.0,Collision Joining/Accessories,
CAR50364,EXTENSION RAMP Q/BR KIT,1492.0,Collision Straightening/Access,
CAR50383,GUIDE JACKET,283.0,Collision Joining/Parts,
CAR50384,GUIDANCE,293.0,Collision Joining/Parts,
CAR50385,PRELOAD UNIT,369.0,Collision Joining/Parts,
CAR50386,SMART TORCH MODULE-GRAPHICAL,1517.0,Collision Joining/Accessories,
CAR50387,SMART TORCH MODULE-4 BUTTON,1103.0,Collision Joining/Accessories,
CAR50388,SMART TORCH MODULE-2 BUTTON,1055.0,Collision Joining/Accessories,
CAR50389,SMART TORCH UPGRADE KIT-GRAPH,2741.0,Collision Joining/Accessories,
CAR50390,SMART TORCH UPGR KIT-4 BUTTON,2304.0,Collision Joining/Accessories,
CAR50391,SMART TORCH UPGR KIT-2 BUTTON,2238.0,Collision Joining/Accessories,
CAR50392,BOX MMI GRAPHIC CMI300,3446.0,Collision Joining/Parts,
CAR50398,HIGH PRESSURE PLUG-NIPPLE 1000,172.0,Collision Joining/Parts,
CAR50425,KIT 10 GLUE STICKS,56.0,Collision Joining/Parts,
CAR50435,WEDGE FOR DENTS,42.0,Collision Joining/Accessories,
CAR50449,HEAD HOLDER M10 SUCTION CUPS,115.0,Collision Joining/Accessories,
CAR50452,DRILL KIT FOR PARKING SENSORS,1652.0,Collision Joining/Accessories,
CAR50505,WHEEL STOP KIT BR,426.0,Collision Straightening/Access,
CAR50520,FERRITE KIT CTR9,29.0,Collision Joining/Aluminium Re,
CAR50522,CDR1 BASIC,27802.0,Collision Joining/Aluminium Re,
CAR50523,CDR1 GLUE,2709.0,Collision Joining/Aluminium Re,
CAR50524,CDR1 PUSH PULL/HOLD KIT,6512.0,Collision Joining/Aluminium Re,
CAR50564,CLAMP KIT TESLA P2 B248 A11,2905.0,Collision Straightening/Access,
CAR50626,M86 CABINET POINT X,4244.0,Collision Measuring/Accessori,
CAR50629,SIDE DOOR (WIRE CABLE) CMI3000,255.0,Collision Joining/Parts,
CAR50636,CMI2731 MOTOR 24V,704.0,Collision Joining/Parts,
CAR50638,BATTERY F BASIC 2000 FLOW CONT,1381.0,Collision Joining/Parts,
CAR50701,PLASTIC HANDLE FOR T550,10.0,Collision Straightening/Parts,
CAR50709,CDR1 ADVANCED,30511.0,Collision Joining/Aluminium Re,
CAR50710,CDR1 MASTER,38719.0,Collision Joining/Accessories,
CAR50712,MOTOR 11V Q42,879.0,Collision Straightening/Parts,
CAR50713,YOKE ATTACHMENT KIT,518.0,Collision Joining/Parts,
CAR50717,PISTO 147MM BMW 2.0,438.0,Collision WSS/Accessories,
CAR50732,TOOL BOARD SET B763,1554.0,Collision Straightening/Access,
CAR50734,M85 Accessory foam,106.0,Collision Measuring/Parts,
CAR50735,M85 TOOL HOLDER GREY,102.0,Collision Measuring/Accessori,
CAR50736,M85 TOOL HOLDER BLACK,125.0,Collision Measuring/Accessori,
CAR50738,FOAM SIDE CABINET M85,139.0,Collision Measuring/Parts,
CAR50745,VW BR6300 RAMP KIT 6526/30-2,11520.0,Collision Straightening/Access,
CAR50767,COLLECTOR TANK W SPIRNG ASMBLY,912.0,Collision Joining/Parts,
CAR50768,WIRE GAS CONTROL PCB,1693.0,Collision Joining/Parts,
CAR50775,PIN 0 2.0x20,25.0,Collision Joining/Parts,
CAR50776,SAFETY WASHER DIN 6799-1.5,4.0,Collision Joining/Parts,
CAR50782,MOUNT PCB SIGMA MIKII WIRE PSU,1800.0,Collision Joining/Parts,
CAR50784,EXTRACTION MANDREL D13,80.0,Collision Joining/Parts,
CAR50785,MIG-A-TWIST UNDERSHELL,42.0,Collision Joining/Parts,
CAR50790,GROUND CABLE CMI161,640.0,Collision Joining/Accessories,
CAR50797,SPACER KIT B298,819.0,Collision Straightening/Access,
CAR50802,"SPEED 3T BECNH, BS15",15831.0,Collision Straightening/Speed,
CAR50802-11,"SPEED 3T BENCH, BS15 GREY",16730.0,Collision Straightening/Speed,
CAR50802-KIT,BS15 SPEED 3T KIT CPL W LIFT,22240.0,Collision Straightening/Speed,
CAR50803,"SPEED PLUS 3T BENCH, BS15",18466.0,Collision Straightening/Speed,
CAR50803-11,SPEED PLUS 3T BENCH BS15 GREY,17842.0,Collision Straightening/Speed,
CAR50803-KIT,BS16 SPEED 3T+ CPL W LIFT,24876.0,Collision Straightening/Speed,
CAR50841,LIFTING ARM CPL,1041.0,Collision Measuring/Accessori,
CAR50841-11,LIFTING ARM CPI-11 GREY,1041.0,Collision Joining/Parts,
CAR50872,"WASHER, LIFTING ARM",15.0,Collision Straightening/Access,
CAR50884,"T608 POWER UNIT 220V, UL/ CSA",5766.0,Collision Straightening/Access,
CAR50895,"RIGHT HYDRAU PIPE KIT, SPEED3T",320.0,Collision Straightening/Access,
CAR50901,Rivian Controlled Clamp Kit,1507.0,Collision Straightening/Access,
CAR50906,600 YOKE KIT,2962.0,Collision Joining/Accessories,
CAR50923KIT,C-40 INSULATOR KIT (PKG OF 10),332.0,Collision Joining/Accessories,
CAR50924KIT,C-80 INSULATOR KIT (PKG OF 10),387.0,Collision Joining/Accessories,
CAR50925KIT,C-350 INSULATOR KIT (PKG OF 10,558.0,Collision Joining/Accessories,
CAR50926KIT,C-500 INSULATOR KIT (PKG OF 10,615.0,Collision Joining/Accessories,
CAR50928KIT,CTR9 RUBBER INSULATOR KIT,123.0,Collision Straightening/Access,
CAR50929,CLIP KIT 8MM,58.0,Collision Joining/Accessories,
CAR50930,CLIP KIT 10MM,58.0,Collision Joining/Accessories,
CAR50935,B248 A-12,365.0,Collision Joining/Parts,
CAR50936,B248 A-13,376.0,Collision Joining/Parts,
CAR50967,FOAM COT- POINT X FOR M85,100.0,Collision Joining/Accessories,
CAR50968,POINTX HOLDER AND FOAM M85,980.0,Collision Joining/Accessories,
CAR50975,MMI-ANDROID SPARE PART,2948.0,Collision Joining/Parts,
CAR50980,POINTX II CART KIT,13759.0,Collision Measuring/PointX,
CAR50998,O-RING,1.0,Collision Straightening/Access,
CAR51008-1-KIT,B95 BR5500 XR BENCHRACK VERSA,41528.0,Collision Straightening/BenchR,
CAR51016,AIR CYLINDER SPARE PARTS KIT,270.0,Collision Straightening/Access,
CAR51068,POSITION SWITCH UL/CSA,1210.0,Collision Straightening/Access,
CAR51069,POSITION SWITCH BRACKET BRFM,26.0,Collision Straightening/Access,
CAR51099,MOUNTING DISTANCE TOOL BRFM,136.0,Collision Straightening/Access,
CAR51104,RIVET BOLT 05,150.0,Collision Joining/Parts,
CAR51105,GROUND CLAMP,34.0,Collision Joining/Accessories,
CAR51108,WIRE HARNESS MOTOR,31.0,Collision Joining/Parts,
CAR51109,CONTTIP 0.6 M6 6X25MM CU-NI,7.0,Collision Joining/Parts,
CAR51110,TACHO CONTROLLED MOTOR 42V,1844.0,Collision Joining/Parts,
CAR51123,EARTH CLAMP 300A,41.0,Collision Joining/Parts,
CAR51131,BOOSY SUPPLY CMI300,6088.0,Collision Joining/Parts,
CAR51132,Switch Module PU - CMI300,4132.0,Collision Joining/Parts,
CAR51160,BR6300 PACKAGE VAS 6527/1,151559.0,Collision Straightening/BenchR,
CAR51161,BR6300 PACKAGE VAS 6527/2,161727.0,Collision Straightening/BenchR,
CAR51170,SCREW CONNECTION,86.0,Collision Joining/Parts,
CAR51171,SPRING,7.0,Collision Joining/Parts,
CAR51175,CLAMPING MERCEDES-BENZ,2487.0,Collision Straightening/Access,
CAR51179,CLAMPING TESLA,4702.0,Collision Straightening/Access,
CAR51183,CLAMPING HYUNDAI/ KIA,1289.0,Collision Straightening/Parts,
CAR51185,COMPL MAINTENANCE PNP90 (2014),1570.0,Collision Joining/Parts,
CAR51188,0-RING 35x2-70 SHORE,6.0,Collision Joining/Parts,
CAR51189,0-RING 14x2-70 SHORE,6.0,Collision Joining/Parts,
CAR51193,POWER SUPPLY PSU BOARD-CMI300,2443.0,Collision Joining/Parts,
CAR51194,WHEEL 250 MM,96.0,Collision Joining/Parts,
CAR51233,STRAIGHT SCREW IN CONNECT,22.0,Collision Joining/Parts,
CAR51234,HIGH PRESSURE COUPLINGS,384.0,Collision Joining/Parts,
CAR51239,BOOST SUPPLY TESTED,1470.0,Collision Joining/Parts,
CAR51240,MOUNTING AID CONNECTING BOLT,337.0,Collision Joining/Parts,
CAR51242,CAPACITOR BANK- CMI300,639.0,Collision Joining/Parts,
CAR51245,DOUBLE CLAW CHAIN SHORTENER,332.0,Collision Straightening/Access,
CAR51247,B108,357.0,Collision Straightening/Access,
CAR51262,ADJUSTABLE FOOT WSS POLE 10 PC,250.0,Collision WSS/Parts,
CAR51265,CTR9 FRONT COVER REPAIR KIT,167.0,Collision Measuring/Accessori,
CAR51271,C-TONG+MF GUN HOLDER KIT BLUE,227.0,Collision Joining/Accessories,
CAR51272,YOKE SUPPORT KIT,234.0,Collision Joining/Accessories,
CAR51273,CABLE HANGER KIT,179.0,Collision Joining/Accessories,
CAR51275,PLATE B108 KIT,1528.0,Collision Straightening/Parts,
CAR51277,H4-PRO INDUCTION HEATER,4826.0,Collision Joining/Accessories,
CAR51278,HD TROLLEY FOR H4-PRO,1655.0,Collision Joining/Accessories,
CAR51314,MACH-E CLAMP KIT B248 A-14 A15,2905.0,Collision Straightening/Access,
CAR51333,B250-G4,276.0,Collision Straightening/Access,
CAR51334,MIG-A TWIST TOP PART,50.0,Collision Joining/Parts,
CAR51338,BACKRING,9.0,Collision Joining/Parts,
CAR51349,GAS SOLENOID CMI161,88.0,Collision Joining/Parts,
CAR51353,FRONT PANEL PLASTIC COVER,119.0,Collision Joining/Parts,
CAR51354,SIDE DOOR LEFT NON WIRE CMI300,417.0,Collision Joining/Parts,
CAR51355,SIDE PANEL LFT BELOW WIRE FEED,177.0,Collision Joining/Parts,
CAR51356,NETFLITER PCB,826.0,Collision Joining/Parts,
CAR51358,ARC CONTROL PCB,2576.0,Collision Joining/Parts,
CAR51359,FRONT CONTROL PANEL PLASTIC BE,52.0,Collision Joining/Parts,
CAR51360,ML161 TRIGGER BUTTON TRIM,25.0,Collision Joining/Accessories,
CAR51371,VAS MANUAL 6526/30 EN,1.0,Collision Straightening/Parts,
CAR51440,YOKE COUPLING KIT,34.0,Collision Joining/Parts,
CAR51453,LOCK KNOB,42.0,Collision Joining/Parts,
CAR51454,POWER MODULE,8604.0,Collision Joining/Parts,
CAR51455,PCB FOR AUTOTRANSFORMER,337.0,Collision Joining/Parts,
CAR51456,CONTACTOR 25A,243.0,Collision Joining/Parts,
CAR51457,CONTACTOR 40A,243.0,Collision Joining/Parts,
CAR51460,DRIVING ROD 08,22.0,Collision Joining/Accessories,
CAR51463,O-RING,4.0,Collision Joining/Accessories,
CAR51467,BALL 05MM,13.0,Collision Joining/Accessories,
CAR51469,GAS NOZZLE,19.0,Collision Joining/Accessories,
CAR51470,HUB CMI300 DUO,83.0,Collision Joining/Accessories,
CAR51475,THREADED BUSHING C-ARM,92.0,Collision Joining/Accessories,
CAR51476,LOCKING PIN FOR BUSHING,9.0,Collision Joining/Accessories,
CAR51477,CMI GROUND CABLE 3Mx35MM2,401.0,Collision Joining/Accessories,
CAR51478,CMI GROUND CABLE 5Mx35MM2,476.0,Collision Joining/Accessories,
CAR51484,VAS MANUAL 6526/30 FR,1.0,Collision Straightening/Parts,
CAR51495,Q605UL POWER UNIT Q42,8162.77,Collision Straightening/Access,
CAR51500,COUPLING XGR 12/10L,34.0,Collision Straightening/Parts,
CAR51503,MOUNTING BRACKET LMT SW UL Q42,34.0,Collision Straightening/Access,
CAR51505,CONNECTOR GZR 1012L,90.0,Collision Straightening/Parts,
CAR51510,HOSE RUBBER AND CLAMP,92.0,Collision Joining/Accessories,
CAR51516,VAS SPACER KIT 6526/34,756.0,Collision Straightening/Access,
CAR51582,EXTENSION PLATES MK6,285.0,Collision Straightening/Access,
CAR51593,CTR 9 ANTI TWIST ASSEMBLY,104.0,Collision Straightening/Access,
CAR51622,XT2 AIR VALVE-SOLENIOD,674.0,Collision Straightening/Speed,
CAR51625,XT2 OIL CAP,26.0,Collision Joining/Accessories,
CAR51626,VAS6790 ADAPTER SHAFT,375.0,Collision Joining/Accessories,
CAR51629,CONNECTING BOLT,363.0,Collision Joining/Accessories,
CAR51636,POSITION SWITCH UL/ CSA CPL,980.0,Collision Straightening/Access,
CAR51690,DRAW ALIGNER D22,7769.0,Collision Straightening/Access,
CAR51696,SCREW KIT FOR B248,134.0,Collision Joining/Parts,
CAR51700,BR5500 FM RAMP KIT,8132.0,Collision WSS/Accessories,
CAR51701,B351 DRIVE OVER RAMP,1489.0,Collision Straightening/Access,
CAR51750,SUPPORT LEG CPL VERSA,258.0,Collision Straightening/Access,
CAR51767,CMI MAIN CTRL SVC PCB,1766.0,Collision WSS/Parts,
CAR51769,BUSHING,102.0,Collision Straightening/Parts,
CAR51773,ML300 TWIST 3M 1.0 ALU VAS,789.0,Collision Joining/Accessories,
CAR51801,BASE PLATE B248-G,520.0,Collision Straightening/Access,
CAR51814,WIRING HARNESS KIT,230.0,Collision Measuring/Parts,
CAR51857-KIT,BMW CTR9 208V,37024.0,Collision Joining/Spot Welding,
CAR51860-KIT,BMW CTR9 460V,37024.0,Collision Joining/Spot Welding,
CAR51867-KIT,BMW CDR1 BASIC,26870.0,Collision Joining/Accessories,
CAR51868-KIT,BMW CDR1 ADVANCED,29487.0,Collision Joining/Accessories,
CAR51869-KIT,BMW CDR1 MASTER,37418.0,Collision Joining/Accessories,
CAR51927,SOLENOID 24V 50/60Hz,76.0,Collision Straightening/Parts,
CAR51955,BASE PLATE B248-G,117.0,Collision Straightening/Access,
CAR51971,GROUND FAULT SENSOR CMI300,247.0,Collision Straightening/Parts,
CAR51991,"EXCHANGE KIT FRONTWHEEL, D22",196.0,Collision Straightening/Parts,
CAR52026,ELECTRODE CAP POINT,40.0,Collision Joining/Parts,
CAR52031,AW- TONG,3100.0,Collision Joining/Accessories,
CAR52032,PILLAR JACK HD B650 INGROUND,2065.0,Collision Straightening/Access,
CAR52108,MAIN CABINET (M85),5363.0,Collision Measuring/Accessori,
CAR52109,SIDE CABINET (M85),2586.0,Collision Measuring/Accessori,
CAR52115,CYLINDER BARREL P35,362.0,Collision Joining/Parts,
CAR52116,SWIVEL ADAPTER,160.0,Collision Joining/Parts,
CAR52117,"SUCTION, PRESSURE VALVE SV",33.0,Collision Joining/Parts,
CAR52118,BUTTON 021 AND COVER,20.0,Collision Joining/Parts,
CAR52123,ENCODER 11 MM 15 STEP SMD,234.0,Collision Joining/Parts,
CAR52124,PLASTIC BACK SPARE PT RALLYMIG,568.0,Collision Joining/Parts,
CAR52125,CABLE STRAIN RELF RALLYMIG161i,13.0,Collision Joining/Parts,
CAR52205,PSU RETROFIT KIT 71613706-666,1942.0,Collision Joining/Parts,
CAR52211,CTR9 BMW UPGRADE KIT,1500.0,Collision Joining/Accessories,
CAR55120540,TRANSFORMER FOR QP1,313.0,Collision Joining/Parts,
CAR60010305,CONTACT TIP PK 10 TIPS 3NUTS,273.0,Collision Joining/Accessories,
CAR61131801,Side Door-Right-CMI273i-COL Br,106.0,Collision Joining/Parts,
CAR61131814,Left Side Panel,204.0,Collision Joining/Parts,
CAR6-200R,SAFETY VALVE ASSEMBLY,147.0,Collision Straightening/Parts,
CAR701,"OTC PUMP, HOSE & CYL",2092.0,Collision Straightening/Access,
CAR702,Air Hyd Pump 10K PSI w/Met Res,1385.0,Collision Straightening/Access,
CAR70220009,Migatronic Strap,94.0,Collision Joining/Parts,
CAR70611821,Torch Holder Bracket,188.0,Collision Joining/Parts,
CAR70611822,Torch Holder Bracket,188.0,Collision Joining/Parts,
CAR708,Ram Half Coupler Female,121.0,Collision Straightening/Parts,
CAR71610262,Microswitch F/ERGO MIGA,68.0,Collision Joining/Parts,
CAR71613452,CMI3000 COMBI BOARD,2877.0,Collision Joining/Parts,
CAR71613568,Duo Boost Capacitor Bank,1410.0,Collision Joining/Parts,
CAR71613569,Circuit Board for CMI273i Dual,861.0,Collision Joining/Parts,
CAR71613580,Switch Module/Boost,7837.0,Collision Joining/Parts,
CAR71613599,Switch PCB-CMI 273 Duo,543.0,Collision Joining/Consumables,
CAR71613604,PCB F Transi of Flex Auto,244.0,Collision Joining/Parts,
CAR71613628,Main PCB-Auto Pulse CMI273,1294.0,Collision Joining/Consumables,
CAR717,OTC 8' Hydraulic Hose,339.0,Collision Straightening/Access,
CAR718,OTC Hose Half Coupler Male,57.0,Collision Straightening/Access,
CAR719,"OTC 10 Ton 10"" Stroke Cylinder",995.0,Collision Straightening/Access,
CAR72300000,Feed Wheel - 0.8 mm ? V - Whit,114.0,Collision Joining/Accessories,
CAR72300001,Feed Wheel - 1.0 mm ? V - Blue,124.0,Collision Joining/Accessories,
CAR72300002,Feed Wheel - 1.0 mm ? U - Blue,121.0,Collision Joining/Accessories,
CAR72300020,Feed Wheel - 0.6 mm ? Flat - B,119.0,Collision Joining/Accessories,
CAR72300025,Feed Wheel - 0.9 mm ? V - Gray,110.0,Collision Joining/Accessories,
CAR72300026,Feed Wheel - 0.9 mm ? U - Gray,63.0,Collision Joining/Accessories,
CAR7230004,Feed Wheel 1.2mm -U,134.0,Collision Joining/Accessories,
CAR725,Pump Hose and Cylinder (5 Ton,2342.0,Collision Straightening/Access,
CAR73940054,Wire Feed Kit - 0.8 mm ? V - W,202.0,Collision Joining/Accessories,
CAR73940055,Wire Feed Kit - 1.0 mm ? V - B,261.0,Collision Joining/Accessories,
CAR73940056,Wire Feed Kit - 1.0 mm ? U - B,217.0,Collision Joining/Accessories,
CAR73940058,Wire Feed Kit - 1.2 mm ? U - R,335.0,Collision Joining/Accessories,
CAR73940083,Wire Feed Kit - 0.6 mm ? V - B,247.0,Collision Joining/Consumables,
CAR73940103,WIREFEED KIT-0.9 V GRAY,261.0,Collision Joining/Parts,
CAR73940104,Wire Feed Kit - 0.9 mm ? U - G,311.0,Collision Joining/Parts,
CAR74140007,Weld Torch Connection (CMI3000,319.0,Collision Joining/Accessories,
